name,gongyi,kouwei,shijian,nandu,zhuliao,fuliao,buzhou,less,more,no,tang,reliang,zhifang,text,parsed
酱烧小土豆,炖,酱香味,30分钟,初中水平,小土豆700克;,香菇酱（烧烤味）2勺;盐适量;食用油适量;,"步骤1:准备小土豆和香菇酱，我这里用的是黄心小土豆，特别糯，个头小，香菇酱用的是烧烤味道的；
步骤2:把小土豆清洗干净，不好清洗的地方削皮，如果都是圆圆的土豆，好洗的那种就可以不用去皮了，土豆个大一点的就切成两到三块，这样好熟；
步骤3:炒锅上火烧热，放少许食用油，把切好的土豆放进去中火煎一下；
步骤4:煎至表皮微皱，泛黄就可以了；
步骤5:放两勺酱。如果是大勺，一勺就可以了，这个量随意；根据土豆多少来调整即可；
步骤6:香菇酱本身就是咸味的了，但不是特别咸，所以口味重的还需要再放点盐调味；
步骤7:把香菇酱和土豆翻炒均匀后，放盐调味，再注入热水，盖上锅盖，把土豆焖熟入味；
步骤8:水收干了，土豆也焖熟了，就可以出锅了；
步骤9:出锅装盘，可以上桌开吃了！
步骤10:怎么样，这道菜够简单的吧。特别好做的一道菜，土豆现在也便宜，几毛钱一斤，不过这种小土豆不是所有超市都卖的，网上买也很方便，或者用大土豆切小块来代替都可以的，重要的是选那种面面的土豆做出来才好吃。
",无,减肥人群;高血脂人群;高血压人群;儿童;,高血糖人群;,11.34克,78.1克,0.9克,小土豆700克;酱烧小土豆,土豆 土豆 
椒盐小土豆,煎,葱香味,15分钟,初级入门,土豆480克;,食用油4汤匙;椒盐2茶匙;,"步骤1:准备好土豆
步骤2:土豆洗净，（无需去掉表皮）放入锅中加水煮开，煮至筷子能戳动的状态捞出，大约15分钟
步骤3:用刀将土豆依次拍扁
步骤4:平底锅中倒入油，放入拍扁的小土豆煎至一面金黄色
步骤5:换做另外一面也煎至金黄
步骤6:撒上葱花继续煎一小会儿
步骤7:均匀的撒上椒盐，晃动均匀，让土豆都蘸上椒盐即可
",减肥人群;,高血压人群;高血脂人群;儿童;,高血糖人群;,11.13克,106克,4.1克,土豆480克;椒盐小土豆,土豆 土豆 
脆皮五花肉,烤,蒜香味,90分钟,初级入门,五花肉1000克;,孜然5克;姜1块;干辣椒2个;姜蒜末适量;盐7克;糖10克;生抽20克;孜然粉5克;醋少许;桂皮1段;,"步骤1:买了一大块五花肉，取中间一截来做这个烤五花肉
步骤2:孜然粒，桂皮，生姜盒干辣椒备好用来猪肉
步骤3:把煮肉料盒五花肉放入锅里，水没过肉
步骤4:大火煮开转小火煮20-25分钟
步骤5:煮好的肉捞出控水，皮朝下切连刀块，皮的部分留约5毫米不要切透。
步骤6:把姜蒜末，生抽，盐，糖，孜然粉放入碗里搅拌均匀成为料汁
步骤7:把料汁均匀涂抹在肉上，切口处也要涂抹，这样入味均匀。涂抹后腌2--3小时，让其充分入味
步骤8:腌好后用钢针类的锐器扎孔，排着扎均匀，扎孔烤出来皮会更脆
步骤9:在肉皮上在撒一点盐，涂抹一层醋，也是为了烤出来更脆
步骤10:用锡纸包裹底部，只把皮露出来，然后放入烤箱180度烤30分钟。我用的空气炸功能烤的
步骤11:30分钟后拿出来，在皮上再刷一次醋，继续入烤箱190-200度再烤20分钟
步骤12:烤好的脆皮五花肉，皮吃起来非常脆，真香！
",高血压人群;高血糖人群;儿童;,无,高血脂人群;减肥人群;,1.19克,336克,33.2克,五花肉1000克;脆皮五花肉,猪肉 猪肉 
香辣土豆片,拌,香辣味,10分钟,初级入门,土豆一个;,孜然粉适量;花椒粉适量;五香粉适量;盐适量;油少量;白芝麻少量;葱花少量;辣椒粉适量;,"步骤1:土豆切片泡水（切的稍稍厚一点）
步骤2:锅中放水将土豆片煮熟（爱吃面的可以多煮一会）
步骤3:煮熟的土豆片
步骤4:上面撒孜然粉五香粉花椒粉辣椒粉盐白芝麻
步骤5:锅中放少量油烧热，浇在土豆片上！拌匀撒葱花装饰即可！
",减肥人群;儿童;,高血脂人群;,高血压人群;高血糖人群;,14.63克,177.8克,9.9克,土豆一个;香辣土豆片,土豆 土豆 
鸡肉焖土豆,焖,酱香味,90分钟,未知,鸡半只;土豆2个;,盐1克;料酒2克;白胡椒粉0.5克;白糖3克;耗油2克;生抽2克;老抽1克;姜2片;蒜3瓣;,"步骤1:准备食材：1.土豆削皮2.鸡肉洗净切块3.蒜瓣切碎，和姜片装入碟子中
步骤2:鸡块焯水然后装盘沥干水分
步骤3:调汁：2克料酒+2克耗油+2克生抽+1克老抽+0.5克白胡椒粉
步骤4:土豆切块用水冲洗掉表面的淀粉。小火起锅烧油，倒入土豆转中火翻炒，待土豆表面变金黄色可出锅装盘备用
步骤5:炒糖色：1.先大火热锅然后放油调成小火2.热油后放入2克白糖缓慢搅拌3.待白糖热熔化后出现有点冒泡的糖色放入鸡块调成中火炒4.抄到鸡块明显着色就调成小火，大概1分钟左右，然后放入姜蒜翻炒出香味再倒入之前调好的汁翻炒1分钟
步骤6:倒入沸腾的白开水(水量到鸡块的三分之二即可)+1克盐+1克白糖，盖上锅盖小火焖30分钟后倒入之前炒好的土豆再焖15分钟，最后大火收汁出锅装盘
步骤7:放点香菜装饰，美滋滋的鸡肉焖土豆就完成啦！撤退——
",减肥人群;,高血脂人群;高血压人群;高血糖人群;儿童;,无,3.5克,150.1克,7.5克,鸡半只;土豆2个;鸡肉焖土豆,土豆 鸡肉 土豆 
白菜炖土豆,炖,家常味,30分钟,初中水平,大白菜小半棵;土豆2个;豆腐皮2张;猪肉1块;,葱花适量;姜丝适量;色拉油适量;十三香适量;盐适量;鸡精适量;水适量;,"步骤1:大白菜切粗丝儿
步骤2:猪肉切粗丝儿
步骤3:豆腐皮也切粗丝儿
步骤4:土豆切成粗条儿
步骤5:切葱花和姜丝
步骤6:起油锅，放葱姜爆锅，下肉丝炒香
步骤7:放十三香
步骤8:放土豆
步骤9:加适量水，放豆腐皮
步骤10:放白菜小火炖
步骤11:10分钟以后加盐
步骤12:再炖10分钟加鸡精出锅
",减肥人群;高血糖人群;高血脂人群;高血压人群;儿童;,无,无,5.11克,206.7克,12.8克,大白菜小半棵;土豆2个;豆腐皮2张;猪肉1块;白菜炖土豆,白菜 土豆 猪肉 白菜 土豆 
玫瑰花西红柿,拌,甜味,15分钟,未知,西红柿两个;,白糖两小勺;,"步骤1:西红柿洗净备用
步骤2:把西红柿放在菜板上
步骤3:把西红柿从中间切两拌，在把一半的西红柿切片
步骤4:卷成玫瑰花形状
步骤5:把玫瑰花放在盘子里
步骤6:撒上白糖即可
",高血糖人群;,减肥人群;高血压人群;高血脂人群;儿童;,无,5.67克,30.5克,0.2克,西红柿两个;玫瑰花西红柿,番茄 番茄 
粉蒸胡萝卜丝,蒸,甜味,15分钟,未知,胡萝卜1个;面粉适量;,大蒜3瓣;香葱2根;,"步骤1:准备所需原料，将胡萝卜、香葱清洗干净，大蒜剥去表皮，再将胡萝卜切成细丝，大蒜、香葱切碎；
步骤2:将胡萝卜丝里倒入1勺食用油搅拌均匀，再倒入面粉；
步骤3:再次搅拌均匀，让每根胡萝卜均匀沾上面粉；
步骤4:蒸锅中倒入适量清水，大火烧开后，将胡萝卜丝均匀平铺在蒸笼布上，继续大火蒸5分钟；
步骤5:蒸胡萝卜丝期间调调味料汁，往大蒜、葱末碗中倒入1勺生抽、1勺米醋和1勺辣椒油，搅拌均匀备用；
步骤6:胡萝卜丝蒸好后，倒入盆中，调入适量盐当底味，快速搅匀搅散，避免粘成团；
步骤7:将胡萝卜丝倒入碗中，再淋上调好的料汁即可；
",减肥人群;,高血压人群;高血脂人群;儿童;,高血糖人群;,19.95克,134.5克,0.9克,胡萝卜1个;面粉适量;粉蒸胡萝卜丝,胡萝卜 胡萝卜 
清炒胡萝卜,炒,家常味,5分钟,初级入门,胡萝卜1个;,油1勺;盐1勺;葱2根;蒜苗2根;青椒1个;蒜2个;,"步骤1:胡萝卜切成丝备用，
步骤2:配料要切好
步骤3:放点油把胡萝卜丝放进去，然后放点盐，
步骤4:炒4分钟时，块好时，放配料，就可以了
步骤5:
",无,减肥人群;高血糖人群;高血脂人群;高血压人群;儿童;,无,3.78克,32.9克,1.6克,胡萝卜1个;清炒胡萝卜,胡萝卜 胡萝卜 
蜜汁苹果烤鸡,烤,咸鲜味,60分钟,未知,白条鸡700克;苹果一个;小番茄适量;土豆一个;,生抽2勺;蚝油2勺;老抽2勺;蜂蜜1勺;孜然一勺;,"步骤1:所有调料放入碗中混合均匀。
步骤2:白条鸡去头去爪去尾，均匀的抹上腌料，裹保鲜膜腌制过夜
步骤3:配菜切块，加入适量玉米油、食盐、胡椒粉，拌匀
步骤4:苹果塞入鸡肚子里，用牙签封口。
步骤5:全部摆入空气炸锅的炸篮，选择蒸汽烤，180度40分钟
",减肥人群;,高血脂人群;高血压人群;高血糖人群;儿童;,无,4.34克,137.7克,6.5克,白条鸡700克;苹果一个;小番茄适量;土豆一个;蜜汁苹果烤鸡,苹果 番茄 土豆 苹果 
香烤五花肉,烤,其它口味,15分钟,新手尝试,五花肉200克;,六月鲜特级酱油1克;烤肉酱1茶匙;椒盐1/4茶匙;辣椒粉1/4茶匙;孜然粉1/2茶匙;黑胡椒粉1/4茶匙;,"步骤1:五花肉洗净，切薄片
步骤2:加入烤肉酱，再加入六月鲜特级酱油
步骤3:将所有调味抓匀，让其更好的入味儿，腌制约30分钟
步骤4:烤架铺高温油布，腌好的五花肉，整齐的码放在烤架上，烤箱预热，温度210度，时间10分钟，预热后放入烤架
步骤5:孜然粉，辣椒粉，椒盐粉，黑胡椒粉混合均匀，待烤到五花肉边缘微微卷起后，取出，撒上混合调味，用筷子将五花肉翻面，同样均匀撒上调味。放回去继续烤到烤箱停止工作即可
",高血脂人群;减肥人群;高血压人群;高血糖人群;儿童;,无,无,0.42克,297克,29.7克,五花肉200克;香烤五花肉,猪肉 猪肉 
咖喱土豆,煮,咖喱味,10分钟,初级入门,土豆2个;,咖喱小半块;植物油适量;,"步骤1:土豆去皮，准备好洋葱、咖喱
步骤2:土豆切成滚刀块，然后放入水中泡去淀粉
步骤3:洋葱切片，胡萝卜切块，咖喱取两块
步骤4:锅烧热放入植物油
步骤5:放入洋葱和胡萝卜炒出香味
步骤6:放入土豆翻炒
步骤7:加入水煮沸
步骤8:放入咖喱
步骤9:煮至汤汁变少土豆软烂，加入盐调味
步骤10:收汁就装盘即可
",高血糖人群;,减肥人群;高血压人群;高血脂人群;儿童;,无,6.51克,38.9克,0.2克,土豆2个;咖喱土豆,土豆 土豆 
炒土豆片,炒,咸鲜味,5分钟,初级入门,土豆1个;,红椒1个;植物油10克;食盐3克;生抽5克;番茄酱6克;姜1小块;蒜2瓣;小葱2棵;,"步骤1:准备好原材料
步骤2:土豆切成片
步骤3:土豆片用清水洗净，然后用清水泡着
步骤4:红椒切成小块
步骤5:姜、蒜、小葱葱白切成末，小葱葱叶切成葱花
步骤6:锅里放入植物油，爆香葱、姜、蒜
步骤7:下入红椒翻炒
步骤8:下入土豆片翻炒
步骤9:加入食盐、生抽、番茄酱翻炒均匀
步骤10:撒上细香葱叶出锅
",高血压人群;高血糖人群;儿童;,高血脂人群;减肥人群;,无,5.95克,98.6克,6.8克,土豆1个;炒土豆片,土豆 土豆 
红烧土豆条,烧,家常味,10分钟,新手尝试,土豆2个;猪肉50G;,油2汤匙;糖1/2茶匙;盐1茶匙;料酒1汤匙;玉米淀粉1汤匙;老抽1汤匙;葱3根;,"步骤1:土豆洗净削皮切条
步骤2:猪肉切丝，加入料酒淀粉抓匀
步骤3:锅内热油，放入盐
步骤4:倒入肉丝滑炒至变色
步骤5:倒入土豆条翻炒均匀
步骤6:加入适量水
步骤7:加入老抽
步骤8:盖上锅盖煮约5分钟
步骤9:最后加入糖收汁，撒上香葱即可
",高血糖人群;,减肥人群;高血脂人群;高血压人群;儿童;,无,5.46克,92.4克,6.2克,土豆2个;猪肉50G;红烧土豆条,土豆 猪肉 土豆 
西红柿鸡蛋面,煮,家常味,15分钟,初级入门,西红柿1个;鸡蛋1个;,盐半勺;玉米油1勺;芝麻油一勺;料酒1/4勺;糖1/4勺;,"步骤1:西红柿洗净，切块，鸡蛋打撒，加入盐和料酒调匀
步骤2:热油锅，倒入鸡蛋炒
步骤3:再热油锅，倒入西红柿翻炒
步骤4:加少许的水，炒出汁
步骤5:再加入鸡蛋炒匀，加盐和糖调味，盛出备用
步骤6:锅里烧水，水开下面，煮熟
步骤7:捞出，倒入芝麻油拌匀
步骤8:加入炒好的西红柿蛋
",无,高血压人群;高血脂人群;减肥人群;高血糖人群;儿童;,无,2.94克,83克,6.5克,西红柿1个;鸡蛋1个;西红柿鸡蛋面,番茄 鸡蛋 番茄 鸡蛋 
红烧土豆块,烧,家常味,15分钟,未知,土豆4个;,生抽1勺;盐适量;葱花适量;油适量;,"步骤1:小土豆4个，带皮煮熟后，再去皮，切滚刀块
步骤2:锅中加入适量油，把土豆块放入，加适量盐，煎一煎
步骤3:中途要给土豆块们翻一翻身，煎至金黄色
步骤4:加入一勺生抽，翻炒均匀
步骤5:再撒入适量葱花，翻炒均匀，就可以出锅啦
",高血压人群;儿童;,减肥人群;高血脂人群;,高血糖人群;,11.27克,91.7克,2.4克,土豆4个;红烧土豆块,土豆 土豆 
胡萝卜土豆牛肉,炒,家常味,30分钟,未知,土豆2个;胡萝卜1条;玉米半条;牛肉4-5两;,盐适量;红薯淀粉适量;,"步骤1:牛肉我选的是带一点筋的，非常香，切三角块，加入盐和红薯淀粉拌均匀腌制一会
步骤2:热油，加入胡萝卜土豆块翻炒
步骤3:加入牛肉翻炒至无血水
步骤4:加入适量清水焖煮一会
步骤5:加入玉米粒翻炒均匀，继续焖煮至水差不多干
步骤6:加入盐调味，翻炒均匀后起锅
",减肥人群;高血糖人群;,高血脂人群;高血压人群;儿童;,无,7.28克,100.1克,2.2克,土豆2个;胡萝卜1条;玉米半条;牛肉4-5两;胡萝卜土豆牛肉,土豆 胡萝卜 玉米 牛肉 胡萝卜 土豆 牛肉 
干锅花菜,炒,家常味,10分钟,新手尝试,花菜、五花肉适量;,青红尖椒、葱姜蒜适量;干辣椒、油、盐适量;生抽、料酒、鸡精适量;,"步骤1:青红尖椒、葱姜蒜、干辣椒切好待用。
步骤2:五花肉切薄片待用。
步骤3:把花菜切小朵，在沸水中加足量的盐煮1分钟捞出待用。
步骤4:热锅适量油，把锅烧热之后放入五花肉煸炒到卷曲，之后加入料酒混合均匀。
步骤5:放入葱姜蒜炒香。
步骤6:再放干辣椒混合均匀（由于干辣椒易糊，所以后放）。
步骤7:下生抽和盐继续翻炒。
步骤8:放入花菜混合均匀，
步骤9:放入青红椒、鸡精。
步骤10:混合均匀即可。
",高血压人群;高血糖人群;儿童;,无,高血脂人群;减肥人群;,0克,349克,35.3克,花菜、五花肉适量;好吃的干锅花菜,西兰花 猪肉 西兰花 
土豆烧肉,烧,家常味,15分钟,中级掌勺,猪肉700克;土豆1000克;,油150克;干辣椒6个;花椒3克;八角2个;三奈4个;老姜10克;豆瓣酱30克;鸡精2克;盐5克;酒酿15克;老抽20克;,"步骤1:备好原材料：猪肉，土豆，干辣椒，花椒，八角，三奈，老姜。
步骤2:猪肉洗净，冷水入锅，将猪肉煮至筷子能插透即可，然后捞出。
步骤3:猪肉切丁，备好酒酿，老抽。
步骤4:猪肉里调入适量酒酿。
步骤5:再调入适量老抽。
步骤6:土豆去皮，洗净，切丁。
步骤7:炒锅烧热，倒入适量植物油烧热。
步骤8:放入干辣椒，花椒炒香。
步骤9:放入猪肉翻炒。
步骤10:放入豆瓣酱，继续翻炒。
步骤11:倒入适量清水，放入老姜，八角，三奈，大火烧开转中火烧30分钟。
步骤12:放入土豆，再烧30分钟。
步骤13:食材都煮熟后，调入适量盐。
步骤14:调入适量鸡精。
步骤15:关火起锅，撒葱花。
",高血脂人群;高血压人群;减肥人群;高血糖人群;儿童;,无,无,7.84克,258.8克,21.2克,猪肉700克;土豆1000克;土豆烧肉,猪肉 土豆 土豆 
宝宝牛肉松,炒,家常味,5分钟,新手尝试,牛肉适量;胡萝卜适量;土豆适量;山药适量;,葱7克;姜7克;,"步骤1:牛肉切块焯水后捞出，与葱姜，胡萝卜，土豆，山药，一起炖煮一个小时。
步骤2:煮好后的蔬菜可以碾成泥，牛肉捞出后放入保鲜袋碾碎，再放入锅中翻炒烘干。
步骤3:翻炒过后放入搅拌机打碎，之后再放入锅内翻炒一次。
步骤4:再倒入搅拌机打碎，放入密封罐储存。
",高血糖人群;,减肥人群;高血压人群;高血脂人群;儿童;,无,6.16克,64.2克,1.1克,牛肉适量;胡萝卜适量;土豆适量;山药适量;宝宝牛肉松,牛肉 胡萝卜 土豆 牛肉 
酱拌黄瓜,拌,家常味,5分钟,新手尝试,黄瓜300克;,香菜10克;黄豆酱20克;陈醋15毫升;香油10毫升;蒜10克;,"步骤1:黄瓜洗干净
步骤2:从中间切开去掉内芯（不去的话也可以，就是容易出汤）
步骤3:用刀拍扁切成段
步骤4:香菜和蒜切成末
步骤5:将拍好的黄瓜放进盆子里，香菜末和蒜末放上面
步骤6:准备好香油和陈醋
步骤7:在蒜末上盛入两勺海天黄豆酱
步骤8:依次倒入香油
步骤9:倒入陈醋
步骤10:用勺子拌均匀装盘食用
",无,高血压人群;高血脂人群;减肥人群;高血糖人群;儿童;,无,3.08克,50.4克,3克,黄瓜300克;酱拌黄瓜,黄瓜 黄瓜 
凉拌土豆胡萝卜丝,拌,其它口味,30分钟,中级掌勺,土豆250克;胡萝卜150克;,香菜2棵;洋葱半个;白醋2汤勺;盐1小勺;沙拉酱适量;,"步骤1:土豆胡萝卜洗干净备好
步骤2:土豆切细丝，切好的土豆丝用水浸泡几分钟，冲洗两遍
步骤3:胡萝卜也切细丝
步骤4:烧开足量的水，水沸后放入土豆丝再滴上几滴醋
步骤5:胡萝卜丝液用开水焯水，焯好的胡萝卜丝和土豆丝捞出浸入凉开水中，在捞出沥干水分
步骤6:洋葱切丝，香菜切段备好
步骤7:土豆丝，胡萝卜，洋葱和想菜收放一起
步骤8:放入2汤勺白醋，1小勺盐和沙拉酱，沙拉酱可以按个人喜欢放量，我放了约有2汤勺
步骤9:拌匀即可
",减肥人群;高血糖人群;,高血压人群;高血脂人群;儿童;,无,7.56克,107.4克,6.9克,土豆250克;胡萝卜150克;凉拌土豆胡萝卜丝,土豆 胡萝卜 土豆 胡萝卜 
炒包菜,炒,香辣味,15分钟,未知,包菜1只;辣椒适量;,油盐葱适量;酱油适量;八角花椒适量;,"步骤1:包菜洗干净撕开
步骤2:准备辣椒，葱，八角，花椒
步骤3:热油锅炒辣椒，葱，八角花椒
步骤4:然后倒入包菜
步骤5:加入酱油，盐翻炒至熟出锅
",儿童;,高血压人群;高血糖人群;减肥人群;高血脂人群;,无,3.99克,29.3克,0.3克,包菜1只;辣椒适量;炒包菜,包菜 辣椒 包菜 
大丰收炖土豆,炖,家常味,30分钟,新手尝试,土豆4个;玉米一个;,植物油一勺;盐一勺;生抽一勺;葱花适量;,"步骤1:土豆现在流行吃黄色的了，口感要比白色的土豆绵沙可口。切成三角块
步骤2:热油下葱花爆锅出香味，放土豆翻炒
步骤3:放生抽盐翻炒
步骤4:翻炒的土豆都沾上生抽
步骤5:把玉米切开，掰成块下锅
步骤6:一次把水加足，小火慢炖
步骤7:大约炖15分钟左右，土豆很松沙了。玉米也吸足汤汁了。菜就OK了。
",减肥人群;高血脂人群;高血压人群;儿童;,无,高血糖人群;,30.17克,211.8克,3.1克,土豆4个;玉米一个;大丰收炖土豆,土豆 玉米 土豆 
酱油炒土豆,炒,家常味,5分钟,初级入门,土豆;,大豆油适量;花椒适量;酱油适量;盐适量;糖适量;,"步骤1:土豆去皮洗净，切片备用
步骤2:下水焯到七成熟（或者略去。焯步骤有点儿烦琐，直接炒容易糊锅，自选吧）
步骤3:热锅凉油，加花椒，炒香之后下土豆片，炒至八成熟。
步骤4:加酱油、糖、盐
步骤5:出锅
",无,减肥人群;高血脂人群;高血压人群;儿童;,高血糖人群;,11.69克,74.3克,0.2克,土豆;酱油炒土豆,土豆 土豆 
凉拌豆芽,拌,酸辣味,5分钟,未知,豆芽300克;,蒜子适量;,"步骤1:豆芽去根用水反复冲洗几次
步骤2:锅中放入加入一小勺盐煮开
步骤3:放入洗干净的豆芽烫十几秒，至豆芽变软断生即可
步骤4:捞出过凉水
步骤5:准备一个大容器放入豆芽，倒入三勺香醋，二勺生抽，蒜子，还有一大勺自制的辣椒酱
步骤6:自制辣椒酱可用老干妈代替味道一样很好
步骤7:最后加入适量芝麻油拌均匀即可
",无,高血压人群;高血糖人群;减肥人群;高血脂人群;儿童;,无,2.1克,14.9克,0.1克,豆芽300克;凉拌豆芽,豆芽 豆芽 
菠萝饭,蒸,酸甜味,10分钟,初级入门,菠萝半个;米饭大半碗;,葡萄干20克;核桃肉20克;冰糖10克;,"步骤1:大米洗净煮饭
步骤2:菠萝切半，把肉挖空
步骤3:菠萝肉切块
步骤4:准备好核桃，葡萄干，冰糖
步骤5:热油锅，放入米饭，再加入核桃和葡萄干炒匀
步骤6:再加入菠萝块和冰糖炒匀
步骤7:炒好的饭放入菠萝里，上锅蒸10分钟
步骤8:蒸好的样子
",无,减肥人群;高血脂人群;高血压人群;儿童;,高血糖人群;,11.27克,69.4克,0.2克,菠萝半个;米饭大半碗;菠萝饭,菠萝 菠萝 
白菜炒土豆粉条,炒,家常味,10分钟,中级掌勺,白菜200克;土豆粉条100克;,盐3克;生抽5克;蚝油5克;蒜5克;姜片少许;花椒少许;,"步骤1:食材备好
步骤2:粉条用开水浸泡一下，白菜切成丝
步骤3:锅里倒油放入蒜片，姜片，花椒一起炸香
步骤4:花椒，蒜，姜炸制微微变色
步骤5:倒入白菜翻炒几下
步骤6:炒至白菜发软出水
步骤7:放入泡软的粉条
步骤8:倒入适量生抽翻炒均匀
步骤9:倒入适量蚝油翻炒均匀
步骤10:加点盐翻炒均匀即可出锅
步骤11:炒好的简单又好吃
",无,减肥人群;高血压人群;高血脂人群;儿童;,高血糖人群;,13.79克,81.5克,0.1克,白菜200克;土豆粉条100克;白菜炒土豆粉条,白菜 土豆 白菜 土豆 
瘦肉炒胡萝卜丝,炒,家常味,15分钟,未知,胡萝卜200克;瘦肉100克;,盐3克;鸡精2克;生抽5毫升;食用油10毫升;大蒜5克;,"步骤1:瘦肉洗净后切片
步骤2:胡萝卜去皮后切细丝
步骤3:锅中热油后加入瘦肉炒
步骤4:瘦肉变色后淋少许生抽
步骤5:加入适量蒜米爆香
步骤6:把胡萝卜丝倒入锅中
步骤7:胡萝卜炒断生后加入适量盐
步骤8:加入适量鸡精
步骤9:最后淋适量生抽，翻拌均匀
",无,减肥人群;高血糖人群;高血脂人群;高血压人群;儿童;,无,4.27克,90.5克,5.1克,胡萝卜200克;瘦肉100克;瘦肉炒胡萝卜丝,胡萝卜 猪肉 猪肉 胡萝卜 
酱烧牛肉,烧,咸鲜味,2小时,中级掌勺,牛肉500克;,洋葱10克;姜2克;蒜3克;黄豆酱1大勺;白糖1勺;盐适量;八角1个;干辣椒4个;桂皮1段;生抽2勺;料酒2勺;,"步骤1:准备牛肉
步骤2:解冻，中途反复换几次清水，去除血水。
步骤3:冷水将牛肉放锅中，锅开去除浮沫，1分钟就可以。
步骤4:将牛肉捞出控干
步骤5:准备其它辅料
步骤6:锅里加2勺油，烧热，爆葱姜蒜和辣椒，桂皮，八角
步骤7:加牛肉翻炒
步骤8:加黄豆酱炒香
步骤9:加料酒和酱油
步骤10:再加适量的开水，水要超过牛肉
步骤11:大火烧开，小火焖煮约90分钟，最后加适量白糖和盐，大火收汁。
",减肥人群;儿童;,高血压人群;高血脂人群;高血糖人群;,无,4.2克,126.2克,3.8克,牛肉500克;酱烧牛肉,牛肉 牛肉 
玉米烙,蒸,甜味,30分钟,初级入门,玉米250克;,水200毫升;玉米淀粉50克;油20毫升;,"步骤1:将玉米放入水中小火煮熟
步骤2:煮熟后捞出沥干
步骤3:将玉米粒均匀裹上玉米淀粉后烧油五成热放玉米粒，用锅铲铺满整个锅底
步骤4:玉米淀粉加水搅拌均匀，将锅中倒入水淀粉煎至无水状态
步骤5:倒入油炸3到5分钟
步骤6:最后撒上白砂糖切块
",减肥人群;,高血脂人群;高血压人群;儿童;,高血糖人群;,13.37克,121.7克,4.4克,玉米250克;玉米烙,玉米 玉米 
胡萝卜苹果汁,榨汁,甜味,5分钟,新手尝试,胡萝卜200克;苹果200克;,白砂糖15克;水150毫升;,"步骤1:胡萝卜去皮切块
步骤2:苹果去皮去核切块
步骤3:将胡萝卜块和苹果块放入榨汁机中，放入糖和水
步骤4:打成汁
步骤5:打好的果汁，用过滤网过滤即可
",高血糖人群;,高血压人群;减肥人群;高血脂人群;儿童;,无,6.37克,32.6克,0.2克,胡萝卜200克;苹果200克;胡萝卜苹果汁,胡萝卜 苹果 胡萝卜 
柠檬蜜饯,煮,酸甜味,数小时,新手尝试,柠檬7个;,白砂糖350克;清水250克;食盐少许;,"步骤1:柠檬放一点食盐，把表层的果蜡清洗掉
步骤2:切成稍微厚一点的柠檬片，去掉里面的籽，不然会有苦苦的味道
步骤3:锅中放入白糖、食盐，然后将柠檬片放入锅中煮一到两分钟，这样可以减少苦涩味
步骤4:把柠檬片捞出来，控干水分
步骤5:煮柠檬水倒掉，锅里面直接倒入柠檬片，放入白糖、清水
步骤6:煮开以后表层会有一点点的浮沫，把它撇掉
步骤7:开小火慢煮，中途可以用铲子稍微的拨动几下，防止糊锅
步骤8:直到糖水变得很浓稠，把柠檬片取出来
步骤9:将柠檬片直接放到烤盘里面，送入预热好的烤箱，90度120分钟
",减肥人群;,高血压人群;高血脂人群;儿童;,高血糖人群;,27.23克,160.2克,0.4克,柠檬7个;柠檬蜜饯,柠檬 柠檬 
蜂蜜柠檬水,榨汁,酸甜味,5分钟,新手尝试,柠檬1个;,盐3克;蜂蜜100克;,"步骤1:准备好食材
步骤2:柠檬1个，加水50ML，放盐洗净
步骤3:切片放入瓶中，放入100g蜂蜜，浸渍1晚
步骤4:取一片柠檬，温水适量冲泡即可
步骤5:
",无,高血糖人群;高血脂人群;减肥人群;高血压人群;儿童;,无,2.87克,24.4克,0.8克,柠檬1个;蜂蜜柠檬水,柠檬 柠檬 
土豆小丸子,炒,家常味,5分钟,新手尝试,土豆500克;,盐   适量;胡椒粉适量;玉米淀粉适量;鸡蛋液适量;面包糠适量;,"步骤1:土豆切成片
步骤2:放入蒸锅大火蒸15分钟
步骤3:压成泥
步骤4:倒入盐胡椒粉玉米淀粉
步骤5:搅拌均匀
步骤6:搓成小丸子状
步骤7:裹上鸡蛋液
步骤8:裹上面包糠
步骤9:小火炸至金黄
步骤10:完成
",无,减肥人群;高血脂人群;高血压人群;儿童;,高血糖人群;,11.69克,74.3克,0.2克,土豆500克;土豆小丸子,土豆 土豆 
香蕉养乐多,榨汁,甜味,5分钟,初级入门,香蕉1根;,养乐多2瓶;,"步骤1:准备食材。
步骤2:香蕉去皮切成小块。
步骤3:将香蕉放入果汁杯中。
步骤4:倒入养乐多。
步骤5:双击按钮启动果汁杯。
步骤6:倒置，可以摇晃一下果汁杯，会更均匀细腻。
步骤7:完成之后倒入杯中享用。
",无,减肥人群;高血脂人群;高血压人群;儿童;,高血糖人群;,15.4克,93克,0.2克,香蕉1根;香蕉养乐多,香蕉 香蕉 
香蕉片,微波,甜味,5分钟,新手尝试,香蕉1个;,无无;,"步骤1:香蕉去皮，切成薄片
步骤2:取一个盘子，盘子上薄薄的刷上一层油
步骤3:将香蕉片均匀的铺在盘子上，然后放入微波炉，高火加热3分钟
步骤4:香蕉片取出翻面，再次放入微波炉中，高火加热三分钟，香蕉片就制作完成了
",无,减肥人群;高血脂人群;高血压人群;儿童;,高血糖人群;,15.4克,93克,0.2克,香蕉1个;香蕉片,香蕉 香蕉 
